物件ID,物件名称,"类型
专门用于前置物件判定
还有代码块类型筛选判断","子类型
专门用于自动建造判定",建筑背包分类,Entity的Icon,Entity的描述,纹理1,补充纹理,物件逻辑投影,"前置物件
0，可以放置在任意类型的前置物件上",物件是否可自动建造,物件上是否可建造,建造高度,行走矮边高,行走高边高,物件高边 ,通行方向,血量,死亡掉落配方ID,"技能作用类型
 0.未知类型
 1.玩家
 2.木头
 3.草
 4.石头
 5.建筑
 6.机器人
 7.怪物

",受击特效,受击音效,物件防御,掉落经验,物件等级,地形类型,是否有缓动效果,场景效果根锚点,照亮范围,玩家经过是否半透,身体大小(半径像素),不显示在代码块下拉中,代码界面中物品排序ID,属性控件,idle效果,死亡效果,代码库ID,是否是地块
10001105,水泥地板5,5,,4,QiQiqoWT_ShuiNiDiBan_05,水泥地板5,QiQiqoWT_ShuiNiDiBan_05,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001106,水泥地板6,5,,4,QiQiqoWT_ShuiNiDiBan_06,水泥地板6,QiQiqoWT_ShuiNiDiBan_06,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001107,水泥地板7,5,,4,QiQiqoWT_ShuiNiDiBan_07,水泥地板7,QiQiqoWT_ShuiNiDiBan_07,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001108,水泥地板8,5,,4,QiQiqoWT_ShuiNiDiBan_08,水泥地板8,QiQiqoWT_ShuiNiDiBan_08,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001109,水泥地板9,5,,4,QiQiqoWT_ShuiNiDiBan_09,水泥地板9,QiQiqoWT_ShuiNiDiBan_09,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001110,水泥地板10,5,,4,QiQiqoWT_ShuiNiDiBan_10,水泥地板10,QiQiqoWT_ShuiNiDiBan_10,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001111,水泥地板11,5,,4,QiQiqoWT_ShuiNiDiBan_11,水泥地板11,QiQiqoWT_ShuiNiDiBan_11,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001112,阳台1,5,,4,QiQiqoWT_Yangtai_01,阳台1,QiQiqoWT_Yangtai_01,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001113,阳台2,5,,4,QiQiqoWT_Yangtai_02,阳台2,QiQiqoWT_Yangtai_02,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001114,阳台3,5,,4,QiQiqoWT_Yangtai_03,阳台3,QiQiqoWT_Yangtai_03,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001115,阳台4,5,,4,QiQiqoWT_Yangtai_04,阳台4,QiQiqoWT_Yangtai_04,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001116,阳台5,5,,4,QiQiqoWT_Yangtai_05,阳台5,QiQiqoWT_Yangtai_05,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001117,阳台6,5,,4,QiQiqoWT_Yangtai_06,阳台6,QiQiqoWT_Yangtai_06,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001118,阳台7,5,,4,QiQiqoWT_Yangtai_07,阳台7,QiQiqoWT_Yangtai_07,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001119,栅栏,5,,4,QiQiqoWT_Zhalan_01,栅栏,QiQiqoWT_Zhalan_01,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10002001,城堡1_1,5,,4,cb_1_1_01ic,城堡1_1,cb_1_1_01,,15,0,0,1,180,180,180,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10002002,城堡1_2,5,,4,cb_1_1_02ic,城堡1_2,cb_1_1_02,,15,0,0,1,180,180,180,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10002003,城堡1_3,5,,4,cb_1_1_03ic,城堡1_3,cb_1_1_03,,15,0,0,1,180,180,180,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10002004,城堡1_4,5,,4,cb_1_1_04ic,城堡1_4,cb_1_1_04,,15,0,0,1,60,60,60,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10002005,城堡1_5,5,,4,cb_1_2_01ic,城堡1_5,cb_1_2_01,,"15,15",0,0,1,180,180,180,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002006,城堡1_6,5,,4,cb_1_2_02ic,城堡1_6,cb_1_2_02,,"15,15",0,0,1,180,180,180,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002007,城堡1_7,5,,4,cb_1_2_03ic,城堡1_7,cb_1_2_03,,"15,15",0,0,1,180,180,180,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002008,城堡1_8,5,,4,cb_1_2_04ic,城堡1_8,cb_1_2_04,,"15,15",0,0,1,180,180,180,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002009,城堡1_9,5,,4,cb_1_2_05ic,城堡1_9,cb_1_2_05,,"15,15",0,0,1,180,180,180,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002010,城堡1_10,5,,4,cb_1_2_06ic,城堡1_10,cb_1_2_06,,"15,15",0,0,1,40,1,40,8,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002011,城堡1_11,5,,4,cb_1_2_07ic,城堡1_11,cb_1_2_07,,"15,15",0,0,1,180,180,180,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002012,城堡1_12,5,,4,cb_1_2_08ic,城堡1_12,cb_1_2_08,,"15,15",0,0,1,180,180,180,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002013,城堡1_13,5,,4,cb_1_2_09ic,城堡1_13,cb_1_2_09,,"15,15",0,0,1,180,180,180,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002014,城堡1_14,5,,4,cb_1_2_010ic,城堡1_14,cb_1_2_010,,"15,15",0,0,1,180,180,180,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002015,城堡1_15,5,,4,cb_1_2_011ic,城堡1_15,cb_1_2_011,,"15,15",0,0,1,180,180,180,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002016,城堡1_16,5,,4,cb_1_2_012ic,城堡1_16,cb_1_2_012,,"15,15",0,0,1,200,20,200,1,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002017,城堡1_17,5,,4,cb_1_2_013ic,城堡1_17,cb_1_2_013,,"15,15",0,0,1,200,20,200,4,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002018,城堡1_18,5,,4,cb_1_2_014ic,城堡1_18,cb_1_2_014,,"15,15",0,0,1,162,162,162,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002019,城堡1_19,5,,4,cb_1_2_015ic,城堡1_19,cb_1_2_015,,"15,15",0,0,1,305,305,305,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002020,城堡1_20,5,,4,cb_1_2_016ic,城堡1_20,cb_1_2_016,,"15,15",0,0,1,162,162,162,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002021,城堡1_21,5,,4,cb_1_2_017ic,城堡1_21,cb_1_2_017,,"15,15",0,0,1,60,60,60,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002022,城堡1_22,5,,4,cb_1_2_018ic,城堡1_22,cb_1_2_018,,"15,15",0,0,1,142,142,142,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002023,城堡1_23,5,,4,cb_1_2_019ic,城堡1_23,cb_1_2_019,,"15,15",0,0,1,142,142,142,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002024,城堡1_24,5,,4,cb_1_2_020ic,城堡1_24,cb_1_2_020,,"15,15",0,0,1,120,120,120,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002025,城堡1_25,5,,4,cb_1_2_021ic,城堡1_25,cb_1_2_021,,"15,15",0,0,1,120,120,120,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002026,城堡1_26,5,,4,cb_1_2_022ic,城堡1_26,cb_1_2_022,,"15,15",0,0,1,120,120,120,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002027,城堡1_27,5,,4,cb_1_2_023ic,城堡1_27,cb_1_2_023,,"15,15",0,0,1,60,60,60,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10002028,城堡1_28,5,,4,cb_3_3_01ic,城堡1_28,cb_3_3_01,,"15,15,15;15,15,15;15,15,15",0,0,1,570,570,570,0,"15,15,15;15,15,15;15,15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10003001,城堡2_1,5,,4,cb2_1_1_01ic,城堡2_1,cb2_1_1_01,,15,0,0,1,180,180,180,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003002,城堡2_2,5,,4,cb2_1_1_02ic,城堡2_2,cb2_1_1_02,,15,0,0,1,180,180,180,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003003,城堡2_3,5,,4,cb2_1_1_03ic,城堡2_3,cb2_1_1_03,,15,0,0,1,60,60,60,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003004,城堡2_4,5,,4,cb2_1_2_01ic,城堡2_4,cb2_1_2_01,,15;15,0,0,1,180,180,180,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003005,城堡2_5,5,,4,cb2_1_2_02ic,城堡2_5,cb2_1_2_02,,"15,15",0,0,1,180,180,180,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10003006,城堡2_6,5,,4,cb2_1_2_03ic,城堡2_6,cb2_1_2_03,,15;15,0,0,1,180,180,180,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003007,城堡2_7,5,,4,cb2_1_2_04ic,城堡2_7,cb2_1_2_04,,15;15,0,0,1,120,120,120,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003008,城堡2_8,5,,4,cb2_1_2_05ic,城堡2_8,cb2_1_2_05,,15;15,0,0,1,120,120,120,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003009,城堡2_9,5,,4,cb2_1_2_06ic,城堡2_9,cb2_1_2_06,,15;15,0,0,1,65,65,65,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003010,城堡2_10,5,,4,cb2_1_2_07ic,城堡2_10,cb2_1_2_07,,15;15,0,0,1,180,180,180,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003011,城堡2_11,5,,4,cb2_1_2_08ic,城堡2_11,cb2_1_2_08,,"15,15",0,0,1,60,60,60,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10003012,城堡2_12,5,,4,cb2_1_4_01ic,城堡2_12,cb2_1_4_01,,15;15;15;15,0,0,1,180,180,180,0,15;15;15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003013,城堡2_13,5,,4,cb2_2_1_01ic,城堡2_13,cb2_2_1_01,,15;15,0,0,1,180,180,180,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003014,城堡2_14,5,,4,cb2_2_1_02ic,城堡2_14,cb2_2_1_02,,15;15,0,0,1,180,180,180,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003015,城堡2_15,5,,4,cb2_2_1_03ic,城堡2_15,cb2_2_1_03,,15;15,0,0,1,180,180,180,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003016,城堡2_16,5,,4,cb2_2_1_04ic,城堡2_16,cb2_2_1_04,,15;15,0,0,1,120,120,120,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003017,城堡2_17,5,,4,cb2_2_1_05ic,城堡2_17,cb2_2_1_05,,15;15,0,0,1,120,120,120,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003018,城堡2_18,5,,4,cb2_2_1_06ic,城堡2_18,cb2_2_1_06,,15;15,0,0,1,65,65,65,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003019,城堡2_19,5,,4,cb2_2_1_07ic,城堡2_19,cb2_2_1_07,,15;15,0,0,1,180,180,180,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003020,城堡2_20,5,,4,cb2_2_1_08ic,城堡2_20,cb2_2_1_08,,15;15,0,0,1,60,60,60,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10003021,城堡2_21,5,,4,cb2_2_2_01ic,城堡2_21,cb2_2_2_01,,"15,15;15,15",0,0,1,120,120,120,0,"15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10003022,城堡2_22,5,,4,cb2_2_2_02ic,城堡2_22,cb2_2_2_02,,"15,15;15,15",0,0,1,120,120,120,0,"15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10003023,城堡2_23,5,,4,cb2_2_2_03ic,城堡2_23,cb2_2_2_03,,"15,15;15,15",0,0,1,180,180,180,0,"15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10003024,城堡2_24,5,,4,cb2_2_2_04ic,城堡2_24,cb2_2_2_04,,"15,15;15,15",0,0,1,180,180,180,0,"15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10003025,城堡2_25,5,,4,cb2_2_2_05ic,城堡2_25,cb2_2_2_05,,"15,15;15,15",0,0,1,60,60,60,0,"15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10003026,城堡2_26,5,,4,cb2_4_1_01ic,城堡2_26,cb2_4_1_01,,15;15;15;15,0,0,1,180,180,180,0,15;15;15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10004001,城堡3_1,5,,4,cb3_1_2_01ic,城堡3_1,cb3_1_2_01,,"15,15",0,0,1,180,1,1,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004002,城堡3_2,5,,4,cb3_1_2_02ic,城堡3_2,cb3_1_2_02,,"15,15",0,0,1,180,1,1,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004003,城堡3_3,5,,4,cb3_1_2_03ic,城堡3_3,cb3_1_2_03,,"15,15",0,0,1,180,1,1,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004004,城堡3_4,5,,4,cb3_1_2_04ic,城堡3_4,cb3_1_2_04,,"15,15",0,0,1,180,1,1,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004005,城堡3_5,5,,4,cb3_1_2_05ic,城堡3_5,cb3_1_2_05,,"15,15",0,0,1,240,1,1,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004006,城堡3_6,5,,4,cb3_1_2_06ic,城堡3_6,cb3_1_2_06,,"15,15",0,0,1,60,1,1,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004007,城堡3_7,5,,4,cb3_1_2_07ic,城堡3_7,cb3_1_2_07,,"15,15",0,0,1,210,1,1,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004008,城堡3_8,5,,4,cb3_1_2_08ic,城堡3_8,cb3_1_2_08,,"15,15",0,0,1,240,1,1,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004009,城堡3_9,5,,4,cb3_1_2_09ic,城堡3_9,cb3_1_2_09,,"15,15",0,0,1,180,1,1,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004010,城堡3_10,5,,4,cb3_1_2_010ic,城堡3_10,cb3_1_2_010,,"15,15",0,0,1,60,1,1,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004011,城堡3_11,5,,4,cb3_1_2_011ic,城堡3_11,cb3_1_2_011,,"15,15",0,0,1,120,1,1,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004012,城堡3_12,5,,4,cb3_1_2_012ic,城堡3_12,cb3_1_2_012,,15;15,0,0,1,60,1,1,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10004013,城堡3_13,5,,4,cb3_1_2_013ic,城堡3_13,cb3_1_2_013,,"15,15",0,0,1,120,1,1,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004014,城堡3_14,5,,4,cb3_2_1_01ic,城堡3_14,cb3_2_1_01,,15;15,0,0,1,180,1,1,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10004015,城堡3_15,5,,4,cb3_2_1_02ic,城堡3_15,cb3_2_1_02,,15;15,0,0,1,180,1,1,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10004016,城堡3_16,5,,4,cb3_2_1_03ic,城堡3_16,cb3_2_1_03,,15;15,0,0,1,180,1,1,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10004017,城堡3_17,5,,4,cb3_2_1_04ic,城堡3_17,cb3_2_1_04,,15;15,0,0,1,180,1,1,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10004018,城堡3_18,5,,4,cb3_2_1_05ic,城堡3_18,cb3_2_1_05,,"15,15",0,0,1,240,1,1,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004019,城堡3_19,5,,4,cb3_2_1_06ic,城堡3_19,cb3_2_1_06,,15;15,0,0,1,60,1,1,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10004020,城堡3_20,5,,4,cb3_2_1_07ic,城堡3_20,cb3_2_1_07,,15;15,0,0,1,210,1,1,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10004021,城堡3_21,5,,4,cb3_2_1_08ic,城堡3_21,cb3_2_1_08,,15;15,0,0,1,240,1,1,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10004022,城堡3_22,5,,4,cb3_2_1_09ic,城堡3_22,cb3_2_1_09,,15;15,0,0,1,180,1,1,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10004023,城堡3_23,5,,4,cb3_2_1_010ic,城堡3_23,cb3_2_1_010,,15;15,0,0,1,60,1,1,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10004024,城堡3_24,5,,4,cb3_2_1_011ic,城堡3_24,cb3_2_1_011,,15;15,0,0,1,120,1,1,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10004025,城堡3_25,5,,4,cb3_2_1_012ic,城堡3_25,cb3_2_1_012,,15;15,0,0,1,60,1,1,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10004026,城堡3_26,5,,4,cb3_2_1_013ic,城堡3_26,cb3_2_1_013,,15;15,0,0,1,120,1,1,0,15;15,,,,,,,,,,,,,1,,,,10001,,,1002,
10004027,城堡3_27,5,,4,cb3_2_2_01ic,城堡3_27,cb3_2_2_01,,"15,15;15,15",0,0,1,210,1,1,0,"15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004028,城堡3_28,5,,4,cb3_2_2_02ic,城堡3_28,cb3_2_2_02,,"15,15;15,15",0,0,1,180,1,1,0,"15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004029,城堡3_29,5,,4,cb3_2_2_03ic,城堡3_29,cb3_2_2_03,,"15,15;15,15",0,0,1,180,1,1,0,"15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004030,城堡3_30,5,,4,cb3_2_2_04ic,城堡3_30,cb3_2_2_04,,"15,15;15,15",0,0,1,240,1,1,0,"15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004031,城堡3_31,5,,4,cb3_2_2_05ic,城堡3_31,cb3_2_2_05,,"15,15;15,15",0,0,1,240,1,1,0,"15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004032,城堡3_32,5,,4,cb3_2_2_06ic,城堡3_32,cb3_2_2_06,,"15,15;15,15",0,0,1,120,1,1,0,"15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004033,城堡3_33,5,,4,cb3_2_2_07ic,城堡3_33,cb3_2_2_07,,"15,15;15,15",0,0,1,120,1,1,0,"15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004034,城堡3_34,5,,4,cb3_2_2_08ic,城堡3_34,cb3_2_2_08,,"15,15;15,15",0,0,1,120,1,1,0,"15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004035,城堡3_35,5,,4,cb3_2_2_09ic,城堡3_35,cb3_2_2_09,,"15,15;15,15",0,0,1,120,1,1,0,"15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004036,城堡3_36,5,,4,cb3_2_4_01ic,城堡3_36,cb3_2_4_01,,"15,15,15,15;15,15,15,15",0,0,1,180,1,1,0,"15,15,15,15;15,15,15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10004037,城堡3_37,5,,4,cb3_4_2_01ic,城堡3_37,cb3_4_2_01,,"15,15;15,15;15,15;15,15",0,0,1,180,1,1,0,"15,15;15,15;15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10005001,最新地块1,7,,4,zxtdz_1_1_01,最新地块1,zxtdz_1_1_01,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005002,最新地块2,7,,4,zxtdz_1_1_02,最新地块2,zxtdz_1_1_02,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005003,最新地块3,7,,4,zxtdz_1_1_03,最新地块3,zxtdz_1_1_03,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005004,最新地块4,7,,4,zxtdz_1_1_04,最新地块4,zxtdz_1_1_04,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005005,最新地块5,7,,4,zxtdz_1_1_05,最新地块5,zxtdz_1_1_05,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005006,最新地块6,7,,4,zxtdz_1_1_06,最新地块6,zxtdz_1_1_06,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005007,最新地块7,7,,4,zxtdz_1_1_07,最新地块7,zxtdz_1_1_07,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005008,最新地块8,7,,4,zxtdz_1_1_08,最新地块8,zxtdz_1_1_08,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005009,最新地块9,7,,4,zxtdz_1_1_09,最新地块9,zxtdz_1_1_09,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005010,最新地块10,7,,4,zxtdz_1_1_10,最新地块10,zxtdz_1_1_10,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005011,最新地块11,7,,4,zxtdz_1_1_11,最新地块11,zxtdz_1_1_11,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005012,最新地块12,7,,4,zxtdz_1_1_12,最新地块12,zxtdz_1_1_12,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005013,最新地块13,7,,4,zxtdz_1_1_13,最新地块13,zxtdz_1_1_13,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005014,最新地块14,7,,4,zxtdz_1_1_14,最新地块14,zxtdz_1_1_14,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005015,最新地块15,7,,4,zxtdz_1_1_15,最新地块15,zxtdz_1_1_15,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005016,最新地块16,7,,4,zxtdz_1_1_16,最新地块16,zxtdz_1_1_16,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005017,最新地块17,7,,4,zxtdz_1_1_17,最新地块17,zxtdz_1_1_17,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005018,最新地块18,6,,4,zxtdz_1_1_18,最新地块18,zxtdz_1_1_18,,15,16,1,1,1,1,1,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005019,最新地块19,7,,4,zxtdz_1_1_19,最新地块19,zxtdz_1_1_19,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005020,最新地块20,7,,4,zxtdz_1_1_20,最新地块20,zxtdz_1_1_20,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005021,最新地块21,7,,4,zxtdz_1_1_21,最新地块21,zxtdz_1_1_21,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005022,最新地块22,7,,4,zxtdz_1_1_22,最新地块22,zxtdz_1_1_22,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005023,最新地块23,7,,4,zxtdz_1_1_23,最新地块23,zxtdz_1_1_23,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005024,最新地块24,7,,4,zxtdz_1_1_24,最新地块24,zxtdz_1_1_24,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005025,最新地块25,7,,4,zxtdz_1_1_25,最新地块25,zxtdz_1_1_25,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005026,最新地块26,7,,4,zxtdz_1_1_26,最新地块26,zxtdz_1_1_26,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005027,最新地块27,7,,4,zxtdz_1_1_27,最新地块27,zxtdz_1_1_27,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005028,最新地块28,7,,4,zxtdz_1_1_28,最新地块28,zxtdz_1_1_28,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005029,最新地块29,7,,4,zxtdz_1_1_29,最新地块29,zxtdz_1_1_29,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005030,最新地块30,7,,4,zxtdz_1_1_30,最新地块30,zxtdz_1_1_30,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005031,最新地块31,7,,4,zxtdz_1_1_31,最新地块31,zxtdz_1_1_31,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005032,最新地块32,7,,4,zxtdz_1_1_32,最新地块32,zxtdz_1_1_32,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005033,最新地块33,7,,4,zxtdz_1_1_33,最新地块33,zxtdz_1_1_33,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005034,最新地块34,7,,4,zxtdz_1_1_34,最新地块34,zxtdz_1_1_34,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005035,最新地块35,7,,4,zxtdz_1_1_35,最新地块35,zxtdz_1_1_35,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
10005036,最新地块36,7,,4,zxtdz_1_1_36,最新地块36,zxtdz_1_1_36,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,1
