物件ID1,物件名称1,素材分组,"类型
专门用于前置物件判定
还有代码块类型筛选判断","建筑背包分类
（素材库的分类）",素材标签,Entity的Icon,Entity的描述,纹理1,补充纹理,动画名字,物件逻辑投影,建造高度,属性控件,代码库,行走矮边高,行走高边高,物件高边 ,通行方向,是否是地块,idle效果,场景效果根锚点,,光效,光效锚点偏移,掉落,素材库展示类型,正视角素材库ICON,正视角地图纹理,正视角地图建造高度,正视角地图行走矮边高,正视角地图行走高边高,正视角地图效果根锚点,正视角地图光效锚点偏移,"资源类型
1：2D贴图（默认）
2：2D动画
3：3D模型","资源路径
- 不用后缀
- 相对各自文件夹目录",朝向相机,"是否水平放置
- 比如地板
- 对3D无效"
20012005,威尼斯桥5,,7,,,WNSQ_05ic,威尼斯桥5,WNSQ_05,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20012006,威尼斯桥6,,7,,,WNSQ_06ic,威尼斯桥6,WNSQ_06,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20012007,威尼斯桥,,2,1,,WNSQ_07ic,威尼斯桥7,WNSQ_07,,,15,35,10001,1002,35,35,0,15,,,,,,,,1,,,,,,,,,,1,
20012008,威尼斯桥8,,7,,,WNSQ_08ic,威尼斯桥8,WNSQ_08,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20012009,威尼斯桥9,,7,,,WNSQ_09ic,威尼斯桥9,WNSQ_09,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20012010,威尼斯桥10,,7,,,WNSQ_10ic,威尼斯桥10,WNSQ_10,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20012011,威尼斯栏杆1,20012011,5,1,"围栏,栅栏",WNSQ_11ic,威尼斯栏杆1,WNSQ_11,,,15,60,10001,1002,60,60,0,15,,,,,,,,1,,,,,,,,,,1,
20012012,威尼斯栏杆2,20012011,5,1,"围栏,栅栏",WNSQ_12ic,威尼斯栏杆2,WNSQ_12,,,15,60,10001,1002,60,60,0,15,,,,,,,,1,,,,,,,,,,1,
20012013,威尼斯栏杆3,20012011,5,1,"围栏,栅栏",WNSQ_13ic,威尼斯栏杆3,WNSQ_13,,,15,60,10001,1002,60,60,0,15,,,,,,,,1,,,,,,,,,,1,
20012014,威尼斯栏杆4,20012011,5,1,"围栏,栅栏",WNSQ_14ic,威尼斯栏杆4,WNSQ_14,,,15,60,10001,1002,60,60,0,15,,,,,,,,1,,,,,,,,,,1,
20012015,威尼斯栏杆5,20012011,5,1,"围栏,栅栏",WNSQ_15ic,威尼斯栏杆5,WNSQ_15,,,15,60,10001,1002,60,60,0,15,,,,,,,,1,,,,,,,,,,1,
20012016,威尼斯栏杆6,20012011,5,1,"围栏,栅栏",WNSQ_16ic,威尼斯栏杆6,WNSQ_16,,,15,60,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20012017,威尼斯栏杆7,20012011,5,1,"围栏,栅栏",WNSQ_17ic,威尼斯栏杆7,WNSQ_17,,,15,60,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20013001,桃园云朵,,5,8,云,tl_1_1_01ic,桃园云朵,tl_1_1_01,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20013002,桃园花石头,,5,9,花,tl_1_1_03ic,桃园花石头,tl_1_1_03,,,15,180,10001,1002,180,180,0,15,,,,,,,,1,,,,,,,,,,,
20013003,桃园桃子雕像,,5,9,雕像,tl_1_1_04ic,桃园桃子雕像,tl_1_1_04,,,15,120,10001,1002,120,120,0,15,,,,,,,,1,,,,,,,,,,,
20013004,桃园树,,5,4,树,tl_2_2_01ic,桃园树,tl_2_2_01,,,15,280,10001,1002,280,280,0,15,,1,30,,,,,1,,,,,,,,,,1,
20013005,桃园石头,,5,2,山,tl_2_2_03ic,桃园石头,tl_2_2_03,,,"15,15;15,15",160,10001,1002,160,160,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20013006,桃园水潭,,5,2,水潭,tl_2_2_04ic,桃园水潭,tl_2_2_04,,,"15,15;15,15",90,10001,1002,90,90,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20013007,桃园瀑布,,5,8,瀑布,tl_4_1_01ic,桃园瀑布,tl_4_1_01,,,15;15;15;15,210,10001,1002,210,210,0,15;15;15;15,,,,,,,,1,,,,,,,,,,1,
20013008,猴园石头高,,5,2,,wgk_1_1_07ic,猴园石头高,wgk_1_1_07,,,15,280,10001,1002,280,280,0,15,,,,,,,,1,,,,,,,,,,1,
20013009,猴园石头低,,5,2,,wgk_1_1_08ic,猴园石头低,wgk_1_1_08,,,15,120,10001,1002,120,120,0,15,,,,,,,,1,,,,,,,,,,1,
20013010,猴园门,,5,2,,wgk_1_4_01ic,猴园门,wgk_1_4_01,,,"15,15,15,15",260,10001,1002,260,260,0,"15,15,15,15",,,,,,,,1,,,,,,,,,,1,
20013011,猴子雕像,,5,2,雕像,wgk_2_2_02ic,猴子雕像,wgk_2_2_02,,,"15,15;15,15",230,10001,1002,230,230,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20013012,猴园方石头,,5,2,,wgk_2_2_03ic,猴园方石头,wgk_2_2_03,,,"15,15;15,15",180,10001,1002,180,180,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20013013,猴园井,,5,2,井,wgk_2_2_04ic,猴园井,wgk_2_2_04,,,"15,15;15,15",60,10001,1002,60,60,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20013014,猴园灌木,,5,4,灌木,zxmt_tsd_cao1ic,猴园灌木,zxmt_tsd_cao1,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20013015,猴园树,,5,4,树,zxmt_tsd_shu1ic,猴园树,zxmt_tsd_shu1,,,15,235,10001,1002,235,235,0,15,,1,50,,,,,1,,,,,,,,,,1,
20014001,传输按钮,,5,8,按钮,Qi_Qiao_CSAN1ic,传输按钮,Qi_Qiao_CSAN1,,,"15,15",60,10001,1002,60,60,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20014002,一桥正确图纸,20014002,5,8,,Qi_Qiao_CX1Q_Right1ic,一桥正确图纸,Qi_Qiao_CX1Q_Right1,,,"15,15;15,15",30,10001,1002,30,30,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20014003,一桥错误图纸,20014002,5,8,,Qi_Qiao_CX1Q_Wrongic,一桥错误图纸,Qi_Qiao_CX1Q_Wrong,,,"15,15;15,15",30,10001,1002,30,30,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20014004,二桥正确图纸,20014002,5,8,,Qi_Qiao_CX2Q_Right1ic,二桥正确图纸,Qi_Qiao_CX2Q_Right1,,,"15,15;15,15",30,10001,1002,30,30,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20014005,二桥错误图纸,20014002,5,8,,Qi_Qiao_CX2Q_Wrongic,二桥错误图纸,Qi_Qiao_CX2Q_Wrong,,,"15,15;15,15",30,10001,1002,30,30,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20014006,三桥正确图纸,20014002,5,8,,Qi_Qiao_CX3Q_Right1ic,三桥正确图纸,Qi_Qiao_CX3Q_Right1,,,"15,15;15,15",30,10001,1002,30,30,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20014007,三桥错误图纸,20014002,5,8,,Qi_Qiao_CX3Q_Wrongic,三桥错误图纸,Qi_Qiao_CX3Q_Wrong,,,"15,15;15,15",30,10001,1002,30,30,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20014008,四桥正确图纸,20014002,5,8,,Qi_Qiao_CX4Q_Right1ic,四桥正确图纸,Qi_Qiao_CX4Q_Right1,,,"15,15;15,15",30,10001,1002,30,30,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20014009,四桥错误图纸,20014002,5,8,,Qi_Qiao_CX4Q_Wrongic,四桥错误图纸,Qi_Qiao_CX4Q_Wrong,,,"15,15;15,15",30,10001,1002,30,30,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20014010,五桥正确图纸,20014002,5,8,,Qi_Qiao_CX5Q_Right1ic,五桥正确图纸,Qi_Qiao_CX5Q_Right1,,,"15,15;15,15",30,10001,1002,30,30,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20014011,五桥错误图纸,20014002,5,8,,Qi_Qiao_CX5Q_Wrongic,五桥错误图纸,Qi_Qiao_CX5Q_Wrong,,,"15,15;15,15",30,10001,1002,30,30,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20014012,六桥正确图纸,20014002,5,8,,Qi_Qiao_CX6Q_Right1ic,六桥正确图纸,Qi_Qiao_CX6Q_Right1,,,"15,15;15,15",30,10001,1002,30,30,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20014013,六桥错误图纸,20014002,5,8,,Qi_Qiao_CX6Q_Wrongic,六桥错误图纸,Qi_Qiao_CX6Q_Wrong,,,"15,15;15,15",30,10001,1002,30,30,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20014014,餐厅镇台子,,5,9,桌子,Qi_Qiao_CT2G_1ic,餐厅镇台子,Qi_Qiao_CT2G_1,,,"15,15,15;15,15,15",85,10001,1002,85,85,0,"15,15,15;15,15,15",,,,,,,,1,,,,,,,,,,,
20014015,餐厅镇点心柜,,5,9,"蛋糕,柜子",Qi_Qiao_CT2G_2ic,餐厅镇点心柜,Qi_Qiao_CT2G_2,,,"15,15",90,10001,1002,90,90,0,"15,15",,,,,,,,1,,,,,,,,,,,
20014016,餐厅镇收银机,,5,9,收银机,Qi_Qiao_CT2G_3ic,餐厅镇收银机,Qi_Qiao_CT2G_3,,,15,110,10001,1002,110,110,0,15,,,,,,,,1,,,,,,,,,,,
20014017,水果蛋糕,20014017,5,8,蛋糕,Qi_Qiao_CT2G_4ic,水果蛋糕,Qi_Qiao_CT2G_4,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20014018,小蛋糕,20014017,5,8,蛋糕,Qi_Qiao_CT2G_5ic,小蛋糕,Qi_Qiao_CT2G_5,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20014019,盖章台,,5,8,,Qi_Qiao_TGGZ_1ic,盖章台,Qi_Qiao_TGGZ_1,,,"15,15",30,10001,1002,30,30,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20014020,传送路牌,,5,2,,Qi_Qiao_CSPic,传送路牌,Qi_Qiao_CSP,,,15,240,10001,1002,240,240,0,0,,,,,,,,1,,,,,,,,,,1,
20015001,抽象线-下方,20015001,5,8,,CXline01ic,抽象线-下方,CXline01,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20015002,抽象线-左上,20015001,10,8,,CXline02ic,抽象线-左上,CXline02,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20015003,抽象线-右上,20015001,10,8,,CXline03ic,抽象线-右上,CXline03,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20015004,抽象线-十字,20015001,5,8,,CXline04ic,抽象线-十字,CXline04,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20015005,抽象线-右方,20015001,5,8,,CXline05ic,抽象线-右方,CXline05,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20015006,抽象线-上方,20015001,5,8,,CXline06ic,抽象线-上方,CXline06,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20015007,抽象点,20015001,5,8,,CXbt01ic,抽象点,CXbt01,,,"15,15;15,15",40,10001,1002,40,40,0,"0,0;0,0",,,,,,,,1,,,,,,,,,,1,
20015008,抽象图,,7,,,CXpic01ic,抽象图,CXpic01,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20015009,抽象N桥,,5,8,,Qi_Qiao_CXnQic,抽象N桥,Qi_Qiao_CXnQ,,,"15,15,15,15;15,15,15,15",30,10001,1002,30,30,0,"0,0,0,0;0,0,0,0",,,,,,,,1,,,,,,,,,,1,
20015010,抽象底座,20015010,5,8,,QQWT_blueprintic,抽象底座,QQWT_blueprint,,,15,30,10001,1002,30,30,0,0,,,,,,,,1,,,,,,,,,,1,
20015011,抽象斜面,20015010,5,8,,QQWT_bluestageic,抽象斜面,QQWT_bluestage,,,15,30,10001,1002,1,30,1,5,,,,,,,,1,,,,,,,,,,1,
20015012,抽象线-横向,20015001,5,8,,CXline13ic,抽象线-横向,CXline13,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20015013,抽象线-纵向,20015001,10,8,,CXline15ic,抽象线-纵向,CXline15,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20015014,重置按钮左,20015014,5,8,,CZbt_01ic,重置按钮左,CZbt_01,,,15,120,10001,1002,120,120,0,0,,,,,,,,1,,,,,,,,,,1,
20015015,重置按钮右,20015014,5,8,,CZbt_03ic,重置按钮右,CZbt_03,,,15,120,10001,1002,120,120,0,0,,,,,,,,1,,,,,,,,,,1,
20015016,确认按钮左,20015014,5,8,,QRbt_01ic,确认按钮左,QRbt_01,,,15,120,10001,1002,120,120,0,0,,,,,,,,1,,,,,,,,,,1,
20015017,确认按钮右,20015014,5,8,,QRbt_03ic,确认按钮右,QRbt_03,,,15,120,10001,1002,120,120,0,0,,,,,,,,1,,,,,,,,,,1,
20015018,抽象点-红黑,20015001,5,8,,CXbt04ic,抽象点-红黑,CXbt04,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20015019,蓝图地块,,7,,,CXpic01ic,蓝图地块,CXpic02,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20015020,抽象线-横半,20015001,5,8,,CXline17ic,抽象线-横向,CXline17,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
20016001,火星地表1,20016001,7,,"火星,地块",hx_1_1_01_ic,,hx_1_1_01,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20016002,火星地表2,20016001,7,,"火星,地块",hx_1_1_02_ic,,hx_1_1_02,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20016003,火星地表3,20016001,7,,"火星,地块",hx_1_1_03_ic,,hx_1_1_03,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20016004,火星地表4,20016001,7,,"火星,地块",hx_1_1_04_ic,,hx_1_1_04,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20016005,火星石头1,20016001,5,4,"火星,石头",hx_1_1_05_ic,,hx_1_1_05,,,15,8,10001,1002,8,8,0,15,,3,,,,,,1,,,,,,,,,,1,
20016006,火星石头2,20016001,5,4,"火星,石头",hx_1_1_06_ic,,hx_1_1_06,,,15,8,10001,1002,8,8,0,15,,3,,,,,,1,,,,,,,,,,1,
20016007,火星植物3,20016001,5,4,"火星,植物",hx_1_1_07_ic,,hx_1_1_07,,,15,8,10001,1002,8,8,0,15,,2,,,,,,1,,,,,,,,,,1,
20016008,火星植物4,20016001,5,4,"火星,植物",hx_1_1_08_ic,,hx_1_1_08,,,15,8,10001,1002,8,8,0,15,,2,,,,,,1,,,,,,,,,,1,
20016009,火星植物5,20016001,5,4,"火星,植物",hx_1_1_09_ic,,hx_1_1_09,,,15,160,10001,1002,160,160,0,15,,3,,,,,,1,,,,,,,,,,1,
20016010,火星植物6,20016001,5,4,"火星,植物",hx_1_1_010_ic,,hx_1_1_010,,,15,130,10001,1002,130,130,0,15,,3,,,,,,1,,,,,,,,,,1,
20016011,火星植物7,20016001,5,4,"火星,植物",hx_1_1_011_ic,,hx_1_1_011,,,15,40,10001,1002,40,40,0,15,,3,,,,,,1,,,,,,,,,,1,
20016012,金属地板1,20016012,5,1,"火星,地板",hx_1_1_012_ic,,hx_1_1_012,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
20016013,金属地板2,20016012,5,1,"火星,地板",hx_1_1_013_ic,,hx_1_1_013,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
20016014,金属地板3,20016012,5,1,"火星,地板",hx_1_1_014_ic,,hx_1_1_014,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
20016015,金属地板4,20016012,5,1,"火星,地板",hx_1_1_015_ic,,hx_1_1_015,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
20016016,金属地板5,20016012,5,1,"火星,地板",hx_1_1_016_ic,,hx_1_1_016,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
20016017,火星基地1,20016017,5,8,火星,hx_1_1_017_ic,,hx_1_1_017,,,15,100,10001,1002,100,100,0,15,,,,,,,,1,,,,,,,,,,1,
20016018,火星基地2,20016017,5,8,火星,hx_1_1_018_ic,,hx_1_1_018,,,15,135,10001,1002,135,135,0,15,,,,,,,,1,,,,,,,,,,1,
20016019,火星基地3,20016017,5,8,火星,hx_1_1_019_ic,,hx_1_1_019,,,15,120,10001,1002,120,120,0,15,,,,,,,,1,,,,,,,,,,1,
20016020,火星基地4,20016017,5,8,火星,hx_1_1_020_ic,,hx_1_1_020,,,15,120,10001,1002,1,120,1,5,,,,,,,,1,,,,,,,,,,1,
20016021,火星基地5,20016017,5,8,火星,hx_1_1_021_ic,,hx_1_1_021,,,15,120,10001,1002,120,120,0,15,,,,,,,,1,,,,,,,,,,1,
20016022,火星基地6,20016017,5,8,火星,hx_1_1_022_ic,,hx_1_1_022,,,15,120,10001,1002,120,120,0,15,,,,,,,,1,,,,,,,,,,1,
20016023,火星基地7,20016017,5,8,火星,hx_1_1_023_ic,,hx_1_1_023,,,15,120,10001,1002,120,120,0,15,,,,,,,,1,,,,,,,,,,1,
20016024,火星基地8,20016017,5,8,火星,hx_1_1_024_ic,,hx_1_1_024,,,15,120,10001,1002,120,120,0,15,,,,,,,,1,,,,,,,,,,1,
20016025,火星基地9,20016017,5,8,火星,hx_1_1_025_ic,,hx_1_1_025,,,15,60,10001,1002,60,60,0,15,,,,,,,,1,,,,,,,,,,1,
20016026,火星基地10,20016017,5,8,火星,hx_1_1_026_ic,,hx_1_1_026,,,15,60,10001,1002,60,60,0,15,,,,,,,,1,,,,,,,,,,1,
20016027,火星基地11,20016017,5,8,火星,hx_1_1_027_ic,,hx_1_1_027,,,15,120,10001,1002,120,120,0,15,,,,,,,,1,,,,,,,,,,1,
20016028,火星基地12,20016017,5,8,火星,hx_1_1_028_ic,,hx_1_1_028,,,15,120,10001,1002,120,120,0,15,,,,,,,,1,,,,,,,,,,1,
20016029,火星基地13,20016017,5,8,火星,hx_1_1_029_ic,,hx_1_1_029,,,15,120,10001,1002,120,120,0,15,,,,,,,,1,,,,,,,,,,1,
20016030,火星地表5,20016017,7,,火星,hx_1_1_030_ic,,hx_1_1_030,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20016031,火星基地15,20016017,5,8,火星,hx_1_1_031_ic,,hx_1_1_031,,,15,20,10001,1002,20,20,0,15,,,,,,,,1,,,,,,,,,,1,
20016032,火星基地16,20016017,5,8,火星,hx_1_1_032_ic,,hx_1_1_032,,,15,20,10001,1002,20,20,0,15,,,,,,,,1,,,,,,,,,,1,
20016033,火星基地17,20016017,5,8,火星,hx_1_1_033_ic,,hx_1_1_033,,,15,20,10001,1002,20,20,0,15,,,,,,,,1,,,,,,,,,,1,
20016034,火星基地18,20016017,5,8,火星,hx_1_2_01_ic,,hx_1_2_01,,,"15,15",120,10001,1002,120,120,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016035,火星基地19,20016017,5,8,火星,hx_1_2_02_ic,,hx_1_2_02,,,"15,15",120,10001,1002,120,120,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016036,火星基地20,20016017,5,8,火星,hx_1_2_03_ic,,hx_1_2_03,,,"15,15",120,10001,1002,120,120,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016037,火星基地21,20016017,5,8,火星,hx_1_2_04_ic,,hx_1_2_04,,,"15,15",120,10001,1002,120,120,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016038,火星基地22,20016017,5,8,火星,hx_1_2_05_ic,,hx_1_2_05,,,"15,15",120,10001,1002,120,120,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016039,火星基地23,20016017,5,8,火星,hx_1_2_06_ic,,hx_1_2_06,,,"15,15",120,10001,1002,120,120,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016040,火星基地24,20016017,5,8,火星,hx_1_2_07_ic,,hx_1_2_07,,,"15,15",120,10001,1002,120,120,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016041,火星基地25,20016017,5,8,火星,hx_1_2_08_ic,,hx_1_2_08,,,"15,15",20,10001,1002,20,20,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016042,火星基地26,20016017,5,8,火星,hx_1_2_09_ic,,hx_1_2_09,,,"15,15",120,10001,1002,120,120,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016043,火星基地27,20016017,5,8,火星,hx_1_2_010_ic,,hx_1_2_010,,,"15,15",60,10001,1002,60,60,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016044,火星基地28,20016017,5,8,火星,hx_1_2_011_ic,,hx_1_2_011,,,"15,15",60,10001,1002,60,60,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016045,火星基地29,20016017,5,8,火星,hx_1_2_012_ic,,hx_1_2_012,,,"15,15",60,10001,1002,60,60,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016046,火星基地30,20016017,5,8,火星,hx_1_2_013_ic,,hx_1_2_013,,,"15,15",120,10001,1002,120,120,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016047,火星基地31,20016017,5,8,火星,hx_1_2_014_ic,,hx_1_2_014,,,"15,15",120,10001,1002,120,120,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016048,火星基地32,20016017,5,8,火星,hx_1_2_015_ic,,hx_1_2_015,,,"15,15",120,10001,1002,120,120,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016049,火星基地33,20016017,5,8,火星,hx_1_2_016_ic,,hx_1_2_016,,,"15,15",120,10001,1002,120,120,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016050,火星基地34,20016017,5,8,火星,hx_1_2_017_ic,,hx_1_2_017,,,"15,15",120,10001,1002,120,120,0,"15,15",,,,,,,,1,,,,,,,,,,1,
20016051,火星基地35,20016017,5,8,火星,hx_2_2_01_ic,,hx_2_2_01,,,"15,15;15,15",120,10001,1002,120,120,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20016052,火星基地36,20016017,5,8,火星,hx_2_2_02_ic,,hx_2_2_02,,,"15,15;15,15",75,10001,1002,75,75,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20016053,火星基地37,20016017,5,8,火星,hx_2_2_03_ic,,hx_2_2_03,,,"15,15;15,15",60,10001,1002,60,60,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20016054,火星基地38,20016017,5,8,火星,hx_2_2_04_ic,,hx_2_2_04,,,"15,15;15,15",20,10001,1002,20,20,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20016055,火星基地39,20016017,5,8,火星,hx_2_2_05_ic,,hx_2_2_05,,,"15,15;15,15",30,10001,1002,30,30,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
20017001,细胞壁1,20017001,5,8,细胞壁,xbao_1_1_01icon,壁1,xbao_1_1_01,,,15,40,10001,1002,40,40,0,15,,,,,,,,1,,,,,,,,,,1,
20017002,细胞壁2,20017001,5,8,细胞壁,xbao_1_1_02icon,壁2,xbao_1_1_02,,,15,40,10001,1002,40,40,0,15,,,,,,,,1,,,,,,,,,,1,
20017003,细胞壁3,20017001,5,8,细胞壁,xbao_1_1_03icon,壁3,xbao_1_1_03,,,15,40,10001,1002,40,40,0,15,,,,,,,,1,,,,,,,,,,1,
20017004,细胞壁4,20017001,5,8,细胞壁,xbao_1_1_04icon,壁4,xbao_1_1_04,,,15,40,10001,1002,40,40,0,15,,,,,,,,1,,,,,,,,,,1,
20017005,生物细胞地块1,,7,,,xbao_1_1_05icon,生物细胞地块1,xbao_1_1_05,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20017006,生物细胞地块2,,7,,,xbao_1_1_06icon,生物细胞地块2,xbao_1_1_06,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20017007,生物细胞地块3,,7,,,xbao_1_1_07icon,生物细胞地块3,xbao_1_1_07,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20017008,细胞方块1,20017008,5,8,细胞,xbao_1_1_08icon,生物细胞地块4,xbao_1_1_08,,,15,60,10001,1002,60,60,0,15,,,,,,,,1,,,,,,,,,,1,
20017009,生物细胞地块5,,7,,,xbao_1_1_09icon,生物细胞地块5,xbao_1_1_09,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20017010,生物细胞地块6,,7,,,xbao_1_1_10icon,生物细胞地块6,xbao_1_1_10,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20017011,溶酶体小,20017011,5,8,细胞,xbao_1_1_11_0icon,细胞的分解消化机器,xbao_1_1_11_0,,,15,40,10001,1002,40,40,0,15,,,,,,,,1,,,,,,,,,,1,
20017012,溶酶体中,20017011,5,8,细胞,xbao_1_1_12_0icon,细胞的分解消化机器,xbao_1_1_12_0,,,15,75,10001,1002,75,75,0,15,,,,,,,,1,,,,,,,,,,1,
20017013,溶酶体大,20017011,5,8,细胞,xbao_1_1_13_0icon,细胞的分解消化机器,xbao_1_1_13_0,,,15,88,10001,1002,88,88,0,15,,,,,,,,1,,,,,,,,,,1,
20017014,细胞方块2,20017008,5,8,细胞,xbao_1_1_14icon,植物细胞地块1,xbao_1_1_14,,,15,60,10001,1002,60,60,0,15,,,,,,,,1,,,,,,,,,,1,
20017015,植物细胞地块2,,7,,,xbao_1_1_15icon,植物细胞地块2,xbao_1_1_15,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20017016,植物细胞地块3,,7,,,xbao_1_1_16icon,植物细胞地块3,xbao_1_1_16,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20017017,植物细胞地块4,,7,,,xbao_1_1_17icon,植物细胞地块4,xbao_1_1_17,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20017018,植物细胞地块5,,7,,,xbao_1_1_18icon,植物细胞地块5,xbao_1_1_18,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20017019,植物细胞地块6,,7,,,xbao_1_1_19icon,植物细胞地块6,xbao_1_1_19,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20017020,植物细胞地块7,,7,,,xbao_1_1_20icon,植物细胞地块7,xbao_1_1_20,,,15,75,10001,1002,75,75,0,15,1,,,,,,,1,,,,,,,,,,1,
20017021,液泡,,5,8,细胞,xbao_1_1_21icon,植物细胞里的万能工厂！,xbao_1_1_21,,,15,60,10001,1002,60,60,0,15,,,,,,,,1,,,,,,,,,,1,
