物件ID,物件名称,Varia的Icon,Varia的描述,"类型
5.建筑物品
7.地块
8.资源（地图上刷出来的资源）
10.地板
11.墙面 
     1.普通墙面（自动建造会围绕着地板）
     2.栅栏（自动建造不围绕着地板）
     3.门（门后方不可建造其他物品）
12.窗户
17.地表（特指用于装饰地块的物件）",子类型,纹理1,补充纹理,行走矮边高,行走高边高,物件高边 ,物件逻辑投影,通行方向,物件形状,"是否多格物件（特指不切图装饰物）
1为多格物件
0不为多格物件","物件上是否可建造
0不能建造
1可以建造但不会被覆盖
2插旗时被删除",建造高度,"建造类型
1.储物类(ArchStorage)
2.制造类(ArchProduction)
3.提示类(ArchPrompt)
4.时间类(ArchProduction)
5.状态类(ArchStateSend)","制造id
对应自己制造类型表中的id",接受状态ids,功能扩展,地形类型,是否有缓动效果,场景效果根锚点,照亮范围,遮挡是否产生半透,不显示在代码块下拉中,idle效果,死亡效果
4081048,草原场景装饰48,caoyuanobv1048,Varia表的描述没配置,17,,caoyuanobv1048,,,,0,15,,"1,1,15,-1",0,1,0,,,,,4,,,,1,,,
4081049,草原场景装饰49,caoyuanobv1049,Varia表的描述没配置,17,,caoyuanobv1049,,,,0,15,,"1,1,15,-1",0,1,0,,,,,4,,,,1,,,
4081051,草原场景装饰51,caoyuanobv1051,Varia表的描述没配置,5,,caoyuanobv1051,,182,182,0,"15,15,15;15,15,15;15,15,15","0,0,0;0,0,0;0,0,0","3,3,15,0",0,0,182,,,,,,,,,1,,,
4081052,草原场景装饰52,caoyuanobv1052,Varia表的描述没配置,5,,caoyuanobv1052,,75,75,0,15,0,"1,1,15,0",0,2,75,,,,,,,,,1,,,
4081053,草原场景装饰53,caoyuanobv1053,Varia表的描述没配置,5,,caoyuanobv1053,,63,63,0,15,0,"1,1,15,0",0,2,63,,,,,,,,,1,,,
4081054,草原场景装饰54,caoyuanobv1054,Varia表的描述没配置,5,,caoyuanobv1054,,70,70,0,15,0,"1,1,15,0",0,2,70,,,,,,,,,1,,,
4081055,草原场景装饰55,caoyuanobv1055,Varia表的描述没配置,5,,caoyuanobv1055,,70,70,0,15,0,"1,1,15,0",0,0,70,,,,,,,,,1,,,
4081056,草原场景装饰56,caoyuanobv1056,Varia表的描述没配置,5,,caoyuanobv1056,,110,110,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,110,,,,,,,,,1,,,
4081057,草原场景装饰57,caoyuanobv1057,Varia表的描述没配置,17,,caoyuanobv1057,,,,1,15,,"1,1,15,-1",0,1,0,,,,,,,,,1,,,
4081058,草原场景装饰58,caoyuanobv1058,Varia表的描述没配置,17,,caoyuanobv1058,,,,1,15,,"1,1,15,-1",0,1,0,,,,,,,,,1,,,
4081059,沙漠草皮1,caoyuanobv1059,Varia表的描述没配置,17,,caoyuanobv1059,,,,1,15,,"1,1,15,-1",0,1,0,,,,,,,,,1,1,,
4081060,沙漠草皮2,caoyuanobv1060,Varia表的描述没配置,17,,caoyuanobv1060,,,,1,15,,"1,1,15,-1",0,1,0,,,,,,,,,1,1,,
4081061,水桶,caoyuanobv1061,Varia表的描述没配置,5,,caoyuanobv1061,,65,65,0,15,0,"1,1,15,0",0,0,65,,,,,,,,,1,1,,
4081062,土豆,caoyuanobv1062,Varia表的描述没配置,5,,caoyuanobv1062,,65,65,0,15,0,"1,1,15,0",0,0,65,,,,,,,,,1,1,,
4081063,小木屋,caoyuanobv1063,Varia表的描述没配置,5,,caoyuanobv1063,,45,45,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,0,,,,,,,,,1,1,,
4081064,粮食袋,caoyuanobv1064,Varia表的描述没配置,17,,caoyuanobv1064,,,,0,15,0,"1,1,15,0",0,0,0,,,,,,,,,1,1,,
4081065,西瓜桶,caoyuanobv1065,Varia表的描述没配置,17,,caoyuanobv1065,,,,0,15,0,"1,1,15,0",0,0,0,,,,,,,,,1,1,,
4082001,沙漠场景装饰1,shamoobv1001,Varia表的描述没配置,5,,shamoobv1001,,64,64,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,2,64,,,,,,,,,1,,,
4082002,沙漠场景装饰2,shamoobv1002,Varia表的描述没配置,5,,shamoobv1002,,57,57,0,15,15,"1,1,15,15",0,2,57,,,,,,,,,1,,,
4082003,沙漠场景装饰3,shamoobv1003,Varia表的描述没配置,5,,shamoobv1003,,48,48,0,15,0,"1,1,15,0",0,2,48,,,,,,,,,1,,,
4082004,沙漠场景装饰4,shamoobv1004,Varia表的描述没配置,5,,shamoobv1004,,35,35,0,"15,15;15,15","15,15;0,0","2,2,15,15",0,2,35,,,,,,,,,1,,,
4082005,沙漠场景装饰5,shamoobv1005,Varia表的描述没配置,5,,shamoobv1005,,35,35,0,15,0,"1,1,15,0",0,2,35,,,,,,,,,1,,,
4082006,沙漠场景装饰6,shamoobv1006,Varia表的描述没配置,5,,shamoobv1006,,321,321,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,321,,,,,,,,,1,,,
4082007,沙漠场景装饰7,shamoobv1007,Varia表的描述没配置,5,,shamoobv1007,,140,140,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,140,,,,,,,,,1,,,
4082008,沙漠场景装饰8,shamoobv1008,Varia表的描述没配置,17,,shamoobv1008,,,,0,15,,"1,1,15,-1",0,1,0,,,,,,,,,1,,,
4082009,沙漠场景装饰9,shamoobv1009,Varia表的描述没配置,17,,shamoobv1009,,,,0,15,,"1,1,15,-1",0,1,0,,,,,,,,,1,,,
4082010,沙漠场景装饰10,shamoobv1010,Varia表的描述没配置,17,,shamoobv1010,,,,0,15,,"1,1,15,-1",0,2,0,,,,,,,,,1,,,
4082011,沙漠道路1,shamoobv1011,Varia表的描述没配置,17,,shamoobv1011,,,,0,15,,"1,1,15,-1",0,1,0,,,,,3,,,,1,,,
4082012,沙漠道路2,shamoobv1012,Varia表的描述没配置,17,,shamoobv1012,,,,0,15,,"1,1,15,-1",0,1,0,,,,,3,,,,1,,,
4082013,沙漠道路3,shamoobv1013,Varia表的描述没配置,17,,shamoobv1013,,,,0,15,,"1,1,15,-1",0,1,0,,,,,3,,,,1,,,
4083001,雪地场景装饰1,xuediobv1001,Varia表的描述没配置,17,,xuediobv1001,,,,0,15,,"1,1,15,-1",0,1,0,,,,,,,,,1,,,
4083002,冰原场景装饰1,bingyuan1001,Varia表的描述没配置,5,,bingyuan1001,,40,40,0,15,0,"1,1,15,0",0,1,40,,,,,,,,,1,,,
4083003,冰原场景装饰2,bingyuan1002,Varia表的描述没配置,5,,bingyuan1002,,70,70,0,15,0,"1,1,15,0",0,1,70,,,,,,,,,1,,,
4083004,冰原场景装饰3,bingyuan1003,Varia表的描述没配置,5,,bingyuan1003,,164,164,0,15,0,"1,1,15,0",0,0,164,,,,,,,,,1,,,
4083005,冰原场景装饰4,bingyuan1004,Varia表的描述没配置,5,,bingyuan1004,,80,80,0,15,0,"1,1,15,0",0,0,80,,,,,,,,,1,,,
4083006,冰原场景装饰5,bingyuan1005,Varia表的描述没配置,17,,bingyuan1005,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,1,,,
4083007,冰原场景装饰6,bingyuan1006,Varia表的描述没配置,17,,bingyuan1006,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,1,,,
4083008,冰原场景装饰7,bingyuan1007,Varia表的描述没配置,5,,bingyuan1007,,70,70,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,2,70,,,,,,,,,1,,,
4083009,冰原场景装饰8,bingyuan1008,Varia表的描述没配置,5,,bingyuan1008,,158,158,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,2,158,,,,,,,,,1,,,
4083010,冰原场景装饰9,bingyuan1009,Varia表的描述没配置,5,,bingyuan1009,,130,130,0,15,0,"1,1,15,0",0,2,130,,,,,,,,,1,,,
4083011,冰原场景装饰10,bingyuan1010,Varia表的描述没配置,5,,bingyuan1010,,130,130,0,15,0,"1,1,15,0",0,2,130,,,,,,,,,1,,,
4083012,冰原场景装饰11,bingyuan1011,Varia表的描述没配置,5,,bingyuan1011,,120,120,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,2,120,,,,,,,,,1,,,
4083013,冰原场景装饰12,bingyuan1012,Varia表的描述没配置,5,,bingyuan1012,,40,40,0,15,0,"1,1,15,0",0,2,40,,,,,5,,,,1,,,
4083014,冰原场景装饰13,bingyuan1013,Varia表的描述没配置,5,,bingyuan1013,,70,70,0,15,0,"1,1,15,0",0,2,70,,,,,5,,,,1,,,
4083015,冰原场景装饰14,bingyuan1014,Varia表的描述没配置,5,,bingyuan1014,,1,1,0,15,15,"1,1,15,15",0,2,1,,,,,5,,,,1,,,
4083016,冰原道路1,bingyuan1015,Varia表的描述没配置,17,,bingyuan1015,,,,0,15,,"1,1,15,-1",0,1,0,,,,,3,,,,1,,,
4083017,冰原道路2,bingyuan1016,Varia表的描述没配置,17,,bingyuan1016,,,,0,15,,"1,1,15,-1",0,1,0,,,,,3,,,,1,,,
4083018,冰原道路3,bingyuan1017,Varia表的描述没配置,17,,bingyuan1017,,,,0,15,,"1,1,15,-1",0,1,0,,,,,3,,,,1,,,
4083019,雪地道路1,bingyuan1018,Varia表的描述没配置,17,,bingyuan1018,,,,0,15,,"1,1,15,-1",0,1,0,,,,,3,,,,1,,,
4083020,雪地道路2,bingyuan1019,Varia表的描述没配置,17,,bingyuan1019,,,,0,15,,"1,1,15,-1",0,1,0,,,,,3,,,,1,,,
4083021,雪地道路3,bingyuan1020,Varia表的描述没配置,17,,bingyuan1020,,,,0,15,,"1,1,15,-1",0,1,0,,,,,3,,,,1,,,
4083022,雪地场景装饰2,xuediobv1002,Varia表的描述没配置,17,,xuediobv1002,,,,0,"15,15;15,15",,"2,2,15,-1",0,1,0,,,,,2,,,,1,,,
4083023,雪地场景装饰3,xuediobv1003,Varia表的描述没配置,17,,xuediobv1003,,,,0,"15,15;15,15",,"2,2,15,-1",0,1,0,,,,,2,,,,1,,,
4083024,雪地场景装饰4,xuediobv1004,Varia表的描述没配置,17,,xuediobv1004,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,1,,,
4083025,雪地场景装饰5,xuediobv1005,Varia表的描述没配置,17,,xuediobv1005,,,,0,"15,15;15,15",,"2,2,15,-1",0,1,0,,,,,5,,,,1,,,
4083026,雪地场景装饰6,xuediobv1006,Varia表的描述没配置,17,,xuediobv1006,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,1,,,
4083027,雪地场景装饰7,xuediobv1007,Varia表的描述没配置,17,,xuediobv1007,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,1,,,
4083028,雪地场景装饰8,xuediobv1008,Varia表的描述没配置,17,,xuediobv1008,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,1,,,
4083029,雪地场景装饰9,xuediobv1009,Varia表的描述没配置,17,,xuediobv1009,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,1,,,
4083030,雪地场景装饰10,xuediobv1010,Varia表的描述没配置,17,,xuediobv1010,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,1,,,
4083031,雪地场景装饰11,xuediobv1011,Varia表的描述没配置,17,,xuediobv1011,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,1,,,
4083032,雪地场景装饰12,xuediobv1012,Varia表的描述没配置,17,,xuediobv1012,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,1,,,
4083033,雪地场景装饰13,xuediobv1013,Varia表的描述没配置,17,,xuediobv1013,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,1,,,
4083034,雪地场景装饰14,xuediobv1014,Varia表的描述没配置,17,,xuediobv1014,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,1,,,
4083035,雪地场景装饰15,xuediobv1015,Varia表的描述没配置,17,,xuediobv1015,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,1,,,
4083036,雪地场景装饰16,xuediobv1016,Varia表的描述没配置,17,,xuediobv1016,,,,0,"15,15;15,15",,"2,2,15,-1",0,1,0,,,,,5,,,,1,,,
4083037,雪地场景装饰17,xuediobv1017,Varia表的描述没配置,17,,xuediobv1017,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,1,,,
4083038,雪地场景装饰18,xuediobv1018,Varia表的描述没配置,17,,xuediobv1018,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,,1,,
4083039,雪地场景装饰19,xuediobv1019,Varia表的描述没配置,17,,xuediobv1019,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,,1,,
4083040,雪地场景装饰20,xuediobv1020,Varia表的描述没配置,17,,xuediobv1020,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,,1,,
4083041,雪地场景装饰21,xuediobv1021,Varia表的描述没配置,17,,xuediobv1021,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,,1,,
4083042,雪地场景装饰22,xuediobv1022,Varia表的描述没配置,17,,xuediobv1022,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,,1,,
4083043,雪地场景装饰23,xuediobv1023,Varia表的描述没配置,17,,xuediobv1023,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,,1,,
4083044,雪地场景装饰24,xuediobv1024,Varia表的描述没配置,17,,xuediobv1024,,,,0,"15,15;15,15",,"2,2,15,-1",0,1,0,,,,,5,,,,,1,,
4083045,雪地场景装饰25,xuediobv1025,Varia表的描述没配置,17,,xuediobv1025,,,,0,15,,"1,1,15,-1",0,1,,,,,,5,1,,,,1,,
4083046,雪地场景装饰26,xuediobv1026,Varia表的描述没配置,17,,xuediobv1026,,,,0,15,,"1,1,15,-1",0,1,,,,,,5,1,,,,1,,
4083047,雪地场景装饰27,xuediobv1027,Varia表的描述没配置,17,,xuediobv1027,,,,0,15,,"1,1,15,-1",0,1,,,,,,5,1,,,,1,,
4083048,高坡3,xuediobv1028,高坡3,17,,xuediobv1028,,,,0,15,,"1,1,15,-1",0,1,,,,,,5,,,,,1,,
4083049,灌木丛1,xuediobv1029,灌木丛1,5,,xuediobv1029,,60,60,0,15,0,"1,1,15,0",0,2,60,,,,,5,,,,1,1,,
4083050,灌木丛2,xuediobv1030,灌木丛2,5,,xuediobv1030,,60,60,0,15,0,"1,1,15,0",0,2,60,,,,,5,,,,1,1,,
4083051,灌木丛3,xuediobv1031,灌木丛3,17,,xuediobv1031,,,,0,15,,"1,1,15,-1",0,2,15,,,,,5,,,,,1,,
4083052,脚印1,xuediobv1032,脚印1,17,,xuediobv1032,,,,0,15,,"1,1,15,-1",0,1,,,,,,5,,,,,1,,
4083053,脚印2,xuediobv1033,脚印2,17,,xuediobv1033,,,,0,15,,"1,1,15,-1",0,1,,,,,,5,,,,,1,,
4083054,脚印3,xuediobv1034,脚印3,17,,xuediobv1034,,,,0,15,,"1,1,15,-1",0,1,,,,,,5,,,,,1,,
4083055,坑洞1,xuediobv1035,坑洞1,17,,xuediobv1035,,,,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,,,,,,5,,,,,1,,
4083056,坑洞2,xuediobv1036,坑洞2,17,,xuediobv1036,,,,0,15,0,"1,1,15,0",0,0,,,,,,5,,,,,1,,
4083057,起伏,xuediobv1037,起伏,17,,xuediobv1037,,,,0,15,,"1,1,15,-1",0,1,,,,,,5,,,,,1,,
4083058,雪堆1,xuediobv1038,雪堆1,17,,xuediobv1038,,,,0,15,,"1,1,15,-1",0,2,,,,,,5,,,,,1,,
4083059,雪堆2,xuediobv1039,雪堆2,17,,xuediobv1039,,,,0,15,,"1,1,15,-1",0,2,,,,,,5,,,,,1,,
4083060,雪球1,xuediobv1040,雪球1,17,,xuediobv1040,,,,0,15,,"1,1,15,-1",0,2,,,,,,5,,,,1,1,,
4083061,雪球2,xuediobv1041,雪球2,17,,xuediobv1041,,,,0,15,,"1,1,15,-1",0,2,,,,,,5,,,,1,1,,
4083062,冰原场景装饰15,bingyuan1021,冰原场景装饰15,17,,bingyuan1021,,,,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,0,,,,,9,,,,,1,,
4083063,冰原场景装饰16,bingyuan1022,冰原场景装饰16,17,,bingyuan1022,,,,0,15,0,"1,1,15,0",0,0,0,,,,,9,,,,,1,,
4083064,冰原场景装饰17,bingyuan1023,冰原场景装饰17,17,,bingyuan1023,,,,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,0,,,,,9,,,,,1,,
4083065,冰原场景装饰18,bingyuan1024,冰原场景装饰18,17,,bingyuan1024,,,,0,15,,"1,1,15,-1",0,1,0,,,,,9,,,,,1,,
4083066,冰原场景装饰19,bingyuan1025,冰原场景装饰19,17,,bingyuan1025,,,,0,15,,"1,1,15,-1",0,1,0,,,,,9,,,,,1,,
4083067,冰原场景装饰20,bingyuan1026,冰原场景装饰20,5,,bingyuan1026,,42,42,0,15,0,"1,1,15,0",0,2,42,,,,,9,,,,1,1,,
4083068,冰原场景装饰21,bingyuan1027,冰原场景装饰21,5,,bingyuan1027,,30,30,0,15,0,"1,1,15,0",0,2,30,,,,,9,,,,1,1,,
4083069,冰原场景装饰22,bingyuan1028,冰原场景装饰22,5,,bingyuan1028,,42,42,0,15,0,"1,1,15,0",0,2,42,,,,,9,,,,1,1,,
4083070,冰原场景装饰23,bingyuan1029,冰原场景装饰23,5,,bingyuan1029,,30,30,0,15,0,"1,1,15,0",0,2,30,,,,,9,,,,1,1,,
4083071,冰原场景装饰24,bingyuan1030,冰原场景装饰24,17,,bingyuan1030,,,,0,15,,"1,1,15,-1",0,1,10,,,,,9,,,,,1,,
4083072,冰原场景装饰25,bingyuan1031,冰原场景装饰25,17,,bingyuan1031,,,,0,15,,"1,1,15,-1",0,1,10,,,,,9,,,,,1,,
4083073,冰原场景装饰26,bingyuan1032,冰原场景装饰26,5,,bingyuan1032,,90,90,0,15,15,"1,1,15,15",0,2,90,,,,,9,,,,,1,,
4083074,冰原场景装饰27,bingyuan1033,冰原场景装饰27,5,,bingyuan1033,,45,45,0,15,15,"1,1,15,15",0,2,45,,,,,9,,,,1,1,,
4083075,冰原场景装饰28,bingyuan1034,冰原场景装饰28,5,,bingyuan1034,,20,20,0,15,15,"1,1,15,15",0,2,20,,,,,9,,,,1,1,,
4083076,冰原场景装饰29,bingyuan1035,冰原场景装饰29,17,,bingyuan1035,,,,0,15,,"1,1,15,-1",0,1,0,,,,,9,,,,,1,,
4083077,冰原场景装饰30,bingyuan1036,冰原场景装饰30,17,,bingyuan1036,,,,0,15,,"1,1,15,-1",0,1,0,,,,,9,,,,,1,,
4083078,冰原场景装饰31,bingyuan1037,冰原场景装饰31,17,,bingyuan1037,,,,0,15,,"1,1,15,-1",0,1,10,,,,,9,,,,,1,,
4083079,冰原场景装饰32,bingyuan1038,冰原场景装饰32,17,,bingyuan1038,,,,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,1,0,,,,,8,,,,,1,,
4083080,冰原场景装饰33,bingyuan1039,冰原场景装饰33,17,,bingyuan1039,,,,0,15,0,"1,1,15,0",0,1,0,,,,,8,,,,,1,,
4083081,冰原场景装饰34,bingyuan1040,冰原场景装饰34,17,,bingyuan1040,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,,1,,
4083082,冰原场景装饰35,bingyuan1041,冰原场景装饰35,17,,bingyuan1041,,,,0,15,,"1,1,15,-1",0,1,0,,,,,5,,,,,1,,
4083083,冰原场景装饰36,bingyuan1042,冰原场景装饰36,5,,bingyuan1042,,46,46,0,15;15;15;15,0;0;0;0,"4,1,15,0",0,1,46,,,,,9,,,,1,1,,
4084001,石地场景装饰1,shitouobv1001,Varia表的描述没配置,17,,shitouobv1001,,,,0,15,,"1,1,15,-1",0,1,0,,,,,,,,,1,,,
4084002,石地场景装饰2,shitouobv1002,Varia表的描述没配置,5,,shitouobv1002,,90,90,0,15,0,"1,1,15,0",0,0,90,,,,,,,,,1,,,
4084003,石地场景装饰3,shitouobv1003,Varia表的描述没配置,5,,shitouobv1003,,30,30,0,15,0,"1,1,15,0",0,2,30,,,,,,,,,1,,,
4084004,石地场景装饰4,shitouobv1004,Varia表的描述没配置,5,,shitouobv1004,,1,1,0,15,15,"1,1,15,15",0,2,0,,,,,,,,,1,,,
4084005,石地场景装饰5,shitouobv1005,Varia表的描述没配置,5,,shitouobv1005,,75,75,0,15,0,"1,1,15,0",0,2,75,,,,,,,,,1,,,
4084006,石地场景装饰6,shitouobv1006,Varia表的描述没配置,5,,shitouobv1006,,47,47,0,15,0,"1,1,15,0",0,2,47,,,,,,,,,1,,,
4084007,石地场景装饰7,shitouobv1007,Varia表的描述没配置,5,,shitouobv1007,,47,47,0,15,0,"1,1,15,0",0,2,47,,,,,,,,,1,,,
4084008,石地场景装饰8,shitouobv1008,Varia表的描述没配置,5,,shitouobv1008,,136,136,0,15,0,"1,1,15,0",0,0,136,,,,,,,,,1,,,
4084009,石地场景装饰9,shitouobv1009,Varia表的描述没配置,5,,shitouobv1009,,93,93,0,15,0,"1,1,15,0",0,0,93,,,,,,,,,1,,,
4084010,石地场景装饰10,shitouobv1010,Varia表的描述没配置,17,,shitouobv1010,,,,0,"15,15;15,15",,"2,2,15,",0,1,1,,,,,,,,,1,,,
4084011,石地场景装饰11,shitouobv1011,Varia表的描述没配置,5,,shitouobv1011,,66,66,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,2,66,,,,,,,,,1,,,
4084012,石地场景装饰12,shitouobv1012,Varia表的描述没配置,5,,shitouobv1012,,458,458,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,458,,,,,,,,,1,,,
4084013,石地场景装饰13,shitouobv1013,Varia表的描述没配置,5,,shitouobv1013,,42,42,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,2,42,,,,,,,,,1,,,
4084014,石地场景装饰14,shitouobv1014,Varia表的描述没配置,5,,shitouobv1014,,56,56,0,"15,15,15;15,15,15;15,15,15","0,0,0;0,0,0;0,0,0","3,3,15,0",0,2,56,,,,,,,,,1,,,
4085001,草叉,cjobv1001Cc,Varia表的描述没配置,17,,cjobv1001Cc,,,,,15,,"1,1,15,-1",0,2,0,,,,,,,,,1,,,
4085002,入土剑蓝,cjobv1002Rtjl,Varia表的描述没配置,17,,cjobv1002Rtjl,,,,,15,,"1,1,15,-1",0,2,0,,,,,,,,,1,,,
4085003,入土剑黄,cjobv1003Rtjh,Varia表的描述没配置,17,,cjobv1003Rtjh,,,,,15,,"1,1,15,-1",0,2,0,,,,,,,,,1,,,
4085004,传送门,cjobv1004Csm,Varia表的描述没配置,5,,cjobv1004Csm,,1,1,0,"15,15;15,15","15,15;15,15","2,2,15,15",0,0,1,,,,,,,,,1,,,
4085005,稻草推车,cjobv1005Dctc,Varia表的描述没配置,5,,cjobv1005Dctc,,43,43,0,15,0,"1,1,15,0",0,0,43,,,,,,,,,1,,,
4085006,麦秆垛,cjobv1006Mgd,Varia表的描述没配置,5,,cjobv1006Mgd,,22,22,0,15,0,"1,1,15,0",0,0,22,,,,,,,,,1,,,
4085007,插斧木桩,cjobv1007Cfmz,Varia表的描述没配置,5,,cjobv1007Cfmz,,84,84,0,15,0,"1,1,15,0",0,0,84,,,,,,,,,1,,,
4086001,火山场景装饰1,yanjiangobv1001,Varia表的描述没配置,5,,yanjiangobv1001,,26,26,0,15,0,"1,1,15,0",0,1,26,,,,,,,,,1,,,
4086002,火山场景装饰2,yanjiangobv1002,Varia表的描述没配置,5,,yanjiangobv1002,,46,46,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,1,46,,,,,,,,,1,,,
4086003,火山场景装饰3,yanjiangobv1003,Varia表的描述没配置,5,,yanjiangobv1003,,145,145,0,15,0,"1,1,15,0",0,0,145,,,,,,,,,1,,,
4086004,火山场景装饰4,yanjiangobv1004,Varia表的描述没配置,5,,yanjiangobv1004,,60,60,0,15,0,"1,1,15,0",0,2,60,,,,,,,,,1,,,
4086005,火山场景装饰5,yanjiangobv1005,Varia表的描述没配置,5,,yanjiangobv1005,,46,46,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,2,46,,,,,,,,,1,,,
4086006,火山场景装饰6,yanjiangobv1006,Varia表的描述没配置,5,,yanjiangobv1006,,306,306,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,306,,,,,,,,,1,,,
4086007,火山场景装饰7,yanjiangobv1007,Varia表的描述没配置,5,,yanjiangobv1007,,10,10,0,15,15,"1,1,15,15",0,2,40,,,,,,,,,1,,,
4086008,火山场景装饰8,yanjiangobv1008,Varia表的描述没配置,5,,yanjiangobv1008,,105,105,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,105,,,,,,,,,1,,,
4086009,火山场景装饰9,yanjiangobv1009,Varia表的描述没配置,5,,yanjiangobv1009,,313,313,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,313,,,,,,,,,1,,,
4086010,火山场景装饰10,yanjiangobv1010,Varia表的描述没配置,5,,yanjiangobv1010,,113,113,0,15,0,"1,1,15,0",0,0,113,,,,,,,,,1,,,
4086011,火山场景装饰11,yanjiangobv1011,Varia表的描述没配置,5,,yanjiangobv1011,,1,1,0,"15,15;15,15","15,15;15,15","2,2,15,15",0,1,1,,,,,,,,,1,,,
4086012,火山场景装饰12,yanjiangobv1012,Varia表的描述没配置,5,,yanjiangobv1012,,10,10,0,"15,15,15;15,15,15;15,15,15","15,15,15;15,15,15;15,15,15","3,3,15,15",0,1,10,,,,,,,,,1,,,
4086013,熔岩道路1,yanjiangobv1013,Varia表的描述没配置,17,,yanjiangobv1013,,,,0,15,,"1,1,15,-1",0,1,0,,,,,3,,,,1,,,
4086014,熔岩道路2,yanjiangobv1014,Varia表的描述没配置,17,,yanjiangobv1014,,,,0,15,,"1,1,15,-1",0,1,0,,,,,3,,,,1,,,
4086015,熔岩道路3,yanjiangobv1015,Varia表的描述没配置,17,,yanjiangobv1015,,,,0,15,,"1,1,15,-1",0,1,0,,,,,3,,,,1,,,
4087001,沼泽场景装饰1,zhaozeobv1001,Varia表的描述没配置,5,,zhaozeobv1001,,70,70,0,15,0,"1,1,15,0",0,2,70,,,,,,,,,1,,,
4087002,沼泽场景装饰2,zhaozeobv1002,Varia表的描述没配置,5,,zhaozeobv1002,,10,10,0,15,15,"1,1,15,15",0,2,33,,,,,,,,,1,,,
4087003,沼泽场景装饰3,zhaozeobv1003,Varia表的描述没配置,5,,zhaozeobv1003,,10,10,0,"15,15;15,15","15,15;15,15","2,2,15,15",0,2,48,,,,,,,,,1,,,
4087004,沼泽场景装饰4,zhaozeobv1004,Varia表的描述没配置,5,,zhaozeobv1004,,10,10,0,"15,15;15,15","15,15;15,15","2,2,15,15",0,2,145,,,,,,,,,1,,,
4087005,沼泽场景装饰5,zhaozeobv1005,Varia表的描述没配置,5,,zhaozeobv1005,,200,200,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,200,,,,,,,,,1,,,
4087006,沼泽场景装饰6,zhaozeobv1006,Varia表的描述没配置,5,,zhaozeobv1006,,265,265,0,"15,15,15;15,15,15;15,15,15","0,0,0;0,0,0;0,0,0","3,3,15,0",0,0,265,,,,,,,,,1,,,
4087007,沼泽场景装饰7,zhaozeobv1007,Varia表的描述没配置,5,,zhaozeobv1007,,10,10,0,15,0,"1,1,15,0",0,2,10,,,,,,,,,1,,,
4087008,沼泽场景装饰8,zhaozeobv1008,Varia表的描述没配置,5,,zhaozeobv1008,,51,51,0,15;15,0;0,"2,1,15,0",0,2,51,,,,,,,,,1,,,
4087009,沼泽场景装饰9,zhaozeobv1009,Varia表的描述没配置,5,,zhaozeobv1009,,51,51,0,15,0,"1,1,15,0",0,0,51,,,,,,,,,1,,,
